"","NEG01","NEG02","NEG03","NEG04","NEG05","NEG06","NEG07","NEG08","NEG09","NEG10","PO01_1","PO01_2","PO02_1","PO02_2","PO03_1","PO03_2","PO04_1","PO04_2","PO05_1","PO05_2","POOBK","POOEB","POS01","POS02","POS03","POS04","POS05","POS06","POS07","POS08","POS09","POS10","SB01_1","SB01_2","SB02_1","SB02_2","SB03_1","SB03_2","SB04_1","SB04_2","SB05_1","SB05_2","SB06_1","SB06_2","SB07_1","SB07_2","SB08_1","SB08_2","SB09_1","SB09_2","SB10_1","SB10_2","SB12_1","SB12_2","SB14_1","SB14_2","SB15_1","SB15_2","SB16_1","SB16_2","SB17_1","SB17_2","SBK1","SBK2","SC01_1","SC01_2","SC02_1","SC02_2","SC03_1","SC03_2","SC04_1","SC04_2","SC05_1","SC05_2","SC06_1","SC06_2","SC07_1","SC07_2","SC08_1","SC08_2","SC09_1","SC09_2","SC10_1","SC10_2","SC11_1","SC11_2","SC12_1","SC12_2","SC13_1","SC13_2","SC14_1","SC14_2","SC15_1","SC15_2","SEB1","SEB10","SEB2","SEB3","SEB4","SEB5","SEB6","SEB7","SEB8","SEB9","SF01_1","SF01_2","SF02_1","SF02_2","SF03_1","SF03_2","SF04_1","SF04_2","SF05_1","SF05_2","SF06_1","SF06_2","SF07_1","SF07_2","SF08_1","SF08_2","SF09_1","SF09_2","SF10_1","SF10_2","SF11_1","SF11_2","SF12_1","SF12_2","SG01_1","SG01_2","SG02_1","SG02_2","SG03_1","SG03_2","SG04_1","SG04_2","SG05_1","SG05_2","SG06_1","SG06_2","SG07_1","SG07_2","SG08_1","SG08_2","TB01","TB02","TB03","TB04","TB05","TB06","TB07","TB08","TB09","TB10","TB12","TB14","TB15","TB15D","TB16","TB17","TBK1","TBK2","TBK3","TC01","TC02","TC03","TC04","TC05","TC06","TC07","TC08","TC09","TC10","TC11","TC12","TC13","TC14","TC15","TEB1","TEB2","TEB3","TFB1","WB01","WB01D","WB02","WB03","WB04","WB04D","WB05","WB06","WB07","WB08","WB09","WB10","WB11","WB12","WB13","WB14","WB15","WBK1","WBK3","WBK4","WC01","WC02","WC03","WC04","WC05","WEB1","WEB2","WEB3","WEB4","WF01","WF01D","WF02","WF03","WF04","WF05","WF06","WF06D","WF07","WF08","WG01","WG02","WG03","taxonomy"
"Arvicola_amphibius",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,23,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,0,0,10,0,4,0,0,0,0,0,12,3,4,9,4,5,7,0,8,17,0,24,9,5,0,0,0,0,0,0,9,35,6,40,0,0,11,4,0,9,0,11,0,0,0,0,0,0,0,0,0,0,9,9,0,8,0,3,11,12,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,5,0,3,5,0,0,0,8,0,37,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,44,0,0,0,38,36,5,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,105,15,0,0,0,0,0,28,"d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Arvicola; s__Arvicola_amphibius"
"Microtus_agrestis",0,105,0,0,0,0,0,0,0,0,75190,85996,89386,42299,337,7073,0,30,71442,52179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,68203,6191,1853,3037,0,0,0,0,7138,0,3170,25477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390,1839,0,0,0,0,0,0,0,3,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4881,0,0,0,0,1304,152582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,3,0,0,66,0,506,0,2068,0,0,0,0,27,0,0,0,0,0,45,0,0,0,0,0,0,0,4838,0,0,0,0,0,674,0,0,0,0,0,0,3011,32,0,143,0,0,0,179,233,0,865,828,54,0,0,0,72,878,0,72,0,0,0,0,0,0,0,0,27474,0,16426,2831,254,0,0,1003,78,6681,67120,"d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Microtus; s__Microtus_agrestis"
"Myodes_glareolus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,15942,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347,0,0,0,0,0,0,0,0,0,0,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,159,"d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Cricetidae; g__Myodes; s__Myodes_glareolus"
"Rattus_norvegicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Muridae; g__Rattus; s__Rattus_norvegicus"
"Sciurus_carolinensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,1078,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Sciuridae; g__Sciurus; s__Sciurus_carolinensis"
"Sciurus_vulgaris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3577,0,0,0,0,137377,21332,0,0,0,0,0,0,0,0,0,1176,0,0,0,0,0,0,3,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17654,653,0,11173,566,0,0,0,29144,0,0,0,3,0,0,0,0,0,211962,649,0,2185,0,0,5388,740,26416,0,10873,128,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,1386,9530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Sciuridae; g__Sciurus; s__Sciurus_vulgaris"
"Aythya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Anseriformes; f__Anatidae; g__Aythya"
"Columba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718,0,0,2435,0,0,0,0,0,0,4,0,0,0,0,2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,314,0,7,9,516,0,3447,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"d__Eukaryota; p__Chordata; c__Aves; o__Columbiformes; f__Columbidae; g__Columba"
"Emberiza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Fringillidae; g__Emberiza"
"Fringilla",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,820,0,0,1212,111,683,0,1111,0,0,0,0,0,0,0,0,882,2424,0,0,4795,0,0,0,0,0,0,1455,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,0,0,0,3921,0,0,0,0,260,2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Fringillidae; g__Fringilla"
"Passer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Passeridae; g__Passer"
"Phylloscopus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,5166,1092,324,0,0,0,0,0,9710,0,0,0,0,0,0,0,0,0,0,590,0,0,353,0,0,0,0,0,0,0,0,0,5,0,699,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,814,1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Phylloscopidae; g__Phylloscopus"
"Regulus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0,439,1410,0,0,5833,189,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418,0,0,0,0,448,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Regulidae; g__Regulus"
"Curruca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Sylviidae; g__Curruca"
"Turdus",0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2884,0,0,0,0,0,0,0,0,0,0,0,4374,0,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2917,102,0,2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,167,461,0,0,0,0,0,0,0,0,0,0,0,0,2536,0,0,0,0,188,88,175471,0,1494,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Turdidae; g__Turdus"
"Apodemus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44092,0,0,0,17186,16427,0,0,2864,9279,1747,2765,0,0,0,0,0,0,7,3132,0,6860,14061,0,59209,9186,0,0,0,0,0,0,0,0,0,0,0,0,3346,2061,0,0,0,288,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,0,0,0,0,0,0,0,238,0,0,0,0,0,17,0,0,0,0,0,1429,0,543,0,0,0,0,0,1827,0,0,4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,5278,293,0,0,0,0,547,247,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Mammalia; o__Rodentia; f__Muridae; g__Apodemus"
"Percidae",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,37,0,0,0,17,0,0,0,0,0,0,0,15,0,0,0,3,0,38,17,0,0,3,0,1136,47,44,13,0,0,3,0,0,0,0,16,0,0,34,0,13,40,0,41,0,0,5,0,0,0,0,0,0,0,0,0,0,8,12,5,0,0,0,4,6,37,0,24,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,8,0,0,4,14,0,0,44,0,0,3,37,17,16,0,0,0,0,105,0,0,27,7,0,545,0,3,43,61,0,0,36,7,19,5,0,0,9,0,7,0,0,0,0,6,0,0,0,17,5,13,0,0,0,40,0,0,0,3,4,0,97,28,0,133,21,27,0,0,0,12,16,13,91,0,0,21,0,4,0,9,0,0,0,0,0,8,0,0,6,0,"d__Eukaryota; p__Chordata; c__Actinopteri; o__Perciformes; f__Percidae"
"Anatidae",0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,66,0,0,88,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,12,10,11,3,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,5,39,0,14,6,0,0,7,0,15,8,0,3,0,0,0,7,5,0,150,0,0,7,0,5,0,0,0,3,0,0,4,0,3,0,0,7,0,0,7,6,0,33,0,66,11,7,0,10,0,0,0,0,45,7,14,10,0,0,3,0,10,6,0,0,0,0,0,0,11,12,5,0,0,0,0,6,4,0,41,3,0,3,47,14,0,0,0,0,0,0,0,0,0,50,55,0,0,0,64,3,0,0,69,0,5,11,9,4,0,4,0,0,36,0,0,5,0,0,0,3,0,0,6,0,5,15,0,0,4,0,10,7,0,0,0,7,15,3,0,0,10,0,4,0,0,0,0,0,24,0,0,0,0,24,0,51,"d__Eukaryota; p__Chordata; c__Aves; o__Anseriformes; f__Anatidae"
"Phasianidae",0,0,0,0,328,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,247,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4968,5638,0,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,2844,4611,3233,0,0,0,0,0,4224,2734,2001,0,36012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,3052,0,0,0,0,1051,0,0,0,6006,963,0,0,1141,20,356,0,0,160,6049,0,0,0,0,0,0,0,480,0,0,0,0,499,0,0,0,400,0,0,0,0,427,0,0,150,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Galliformes; f__Phasianidae"
"Corvidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,716,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Corvidae"
"Fringillidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Fringillidae"
"Hirundinidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Hirundinidae"
"Paridae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes; f__Paridae"
"Bovidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__Bovidae"
"Cervidae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,654,635,0,0,0,0,19,0,0,"d__Eukaryota; p__Chordata; c__Mammalia; o__Artiodactyla; f__Cervidae"
"Passeriformes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,551,0,8350,0,0,0,0,0,0,1236,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,250,299,0,0,0,0,3520,0,0,0,237,0,0,650,0,0,0,0,0,0,0,0,9140,653,0,0,0,542,3,0,0,0,"d__Eukaryota; p__Chordata; c__Aves; o__Passeriformes"
